0.00025,"tensor(22672.0195, device='cuda:0')"
0.00025,"tensor(22672.0195, device='cuda:2')"
0.00025,"tensor(22672.0195, device='cuda:3')"
0.00025,"tensor(22672.0195, device='cuda:1')"
0.0005,"tensor(12640.5234, device='cuda:2')"
0.0005,"tensor(12640.5234, device='cuda:1')"
0.0005,"tensor(12640.5234, device='cuda:3')"
0.0005,"tensor(12640.5234, device='cuda:0')"
0.00075,"tensor(6632.7271, device='cuda:1')"
0.00075,"tensor(6632.7271, device='cuda:0')"
0.00075,"tensor(6632.7271, device='cuda:2')"
0.00075,"tensor(6632.7271, device='cuda:3')"
0.001,"tensor(4317.6528, device='cuda:1')"
0.001,"tensor(4317.6528, device='cuda:2')"
0.001,"tensor(4317.6528, device='cuda:0')"
0.001,"tensor(4317.6528, device='cuda:3')"
0.00125,"tensor(3139.2605, device='cuda:2')"
0.00125,"tensor(3139.2605, device='cuda:0')"
0.00125,"tensor(3139.2605, device='cuda:1')"
0.00125,"tensor(3139.2605, device='cuda:3')"
0.00125,"tensor(3139.2666, device='cuda:2')"
0.00125,"tensor(3139.2666, device='cuda:3')"
0.00125,"tensor(3139.2666, device='cuda:0')"
0.00125,"tensor(3139.2666, device='cuda:1')"
0.0015,"tensor(2690.6567, device='cuda:1')"
0.0015,"tensor(2690.6567, device='cuda:0')"
0.0015,"tensor(2690.6567, device='cuda:3')"
0.0015,"tensor(2690.6567, device='cuda:2')"
0.00125,"tensor(3139.2666, device='cuda:0')"
0.00125,"tensor(3139.2666, device='cuda:2')"
0.00125,"tensor(3139.2666, device='cuda:1')"
0.00125,"tensor(3139.2666, device='cuda:3')"
0.0015,"tensor(2690.6567, device='cuda:1')"
0.0015,"tensor(2690.6567, device='cuda:2')"
0.0015,"tensor(2690.6567, device='cuda:3')"
0.0015,"tensor(2690.6567, device='cuda:0')"
0.00175,"tensor(2348.1523, device='cuda:0')"
0.00175,"tensor(2348.1523, device='cuda:2')"
0.00175,"tensor(2348.1523, device='cuda:3')"
0.00175,"tensor(2348.1523, device='cuda:1')"
